gene	pval	qval	log2fc	mean	zero_mean	grad	ll	gene_name	replication
ENSG00000143226	0.00011318591618514341	0.0003608976446089232	2.6071706687549714	0.06555558	False	0.008352099204046736	-199.76919911280498	FCGR2A	2
ENSG00000172936	0.002468474748961613	0.006029404669424628	-0.7801585575495746	0.16666658	False	0.0012335148961878314	-423.5861790979165	MYD88	2
ENSG00000184012	0.0	0.0	1.6871109507523188	0.66333276	False	0.016143828753328152	-927.3963197128099	TMPRSS2	2
ENSG00000186074	0.2220630792650331	0.2978686429307354	5.33348875194522	0.018888889	False	0.00136448129648052	-71.34796011798943	CD300LF	2
ENSG00000033170	0.9746328021530708	0.9844916162027456	-0.057158413839948574	0.11666676	False	0.0002659181510222461	-336.4471755100876	FUT8	3
ENSG00000072694	0.0053334524429451404	0.012003445192283605	5.548329699782758	0.026666662	False	0.0033148379165090585	-94.92754040504306	FCGR2B	3
ENSG00000099250	0.6150076275655485	0.6785237426787076	0.28768207245178057	0.094444506	False	0.0008709998273897455	-287.78507091265584	NRP1	3
ENSG00000104972	0.851012810886279	0.8770587326477979	-0.4285713423762823	0.007777778000000001	False	0.000217617310095966	-2021.1012741731067	LILRB1	3
ENSG00000111537	0.08694749528321878	0.1327669803354667	-0.9872073585850142	0.32111126	False	0.07541908176429442	-597.8892179396628	IFNG	3
ENSG00000113594	4.419628643059781e-06	1.6957370020460246e-05	0.6085897925318825	0.29888874	False	0.005348380812935939	-617.6397164997762	LIFR	3
ENSG00000118257	2.6711965972481266e-13	2.0394302615837158e-12	1.3915994133495841	0.35999995	False	0.012680220392268798	-673.9125468929205	NRP2	3
ENSG00000128342	0.00010465573264439865	0.0003318416768195871	-4.049492708152189	0.074444465	False	0.01435875373352937	-178.95425460381497	LIF	3
ENSG00000130234	0.08118372153572984	0.1246374940591043	0.7731898882334816	0.025555551	False	0.0001433753091970174	-104.87512667385927	ACE2	3
ENSG00000134539	0.0012929016629866785	0.0033127042948549825	0.8195421021041182	0.124444485	False	0.011333093954109221	-305.83141196658175	KLRD1	3
ENSG00000134545	0.00044692838775350907	0.0012546096214980241	-3.0445224377234217	0.028888882999999997	False	0.0012642910460782322	-105.8732739707902	KLRC1	3
ENSG00000143226	3.215464534500612e-05	0.00010958976104053506	2.8016657161540954	0.043333337	False	0.007165608462551056	-140.67339606801858	FCGR2A	3
ENSG00000172936	0.0007089648283241656	0.0019327498170116878	-0.7537718023763806	0.18777762	False	0.004500914939133019	-457.4505601745299	MYD88	3
ENSG00000184012	0.0	0.0	1.5253547952235589	0.68333244	False	0.017667338299259563	-951.1583838012488	TMPRSS2	3
ENSG00000186074	0.2249036735171204	0.29964243983108524	6.894566181803085	0.0144444425	False	0.0008072925124402594	-59.1944790550309	CD300LF	3
ENSG00000033170	0.4784480262955794	0.5507698605226713	-0.3313571359544424	0.114444524	False	0.00015882416206781756	-328.96798702420347	FUT8	4
ENSG00000072694	0.017072573208642527	0.03417243342827383	5.564099242069932	0.019999998	False	0.0028692796282815225	-75.89902017696977	FCGR2B	4
ENSG00000099250	0.011471259489592378	0.023727760269259626	0.8056251639866351	0.10666674	False	0.0007094222265443537	-310.4245968295095	NRP1	4
ENSG00000104972	0.6707795222745199	0.7280073178195589	-0.8571426847525659	0.007777778000000001	False	0.001055929317521728	-2020.2441314883538	LILRB1	4
ENSG00000111537	0.06454507043340185	0.10291236226550747	-0.5068176023684526	0.27111092	False	0.05419389676026547	-571.5306154277213	IFNG	4
ENSG00000113594	3.878724446959581e-05	0.00013356890694067044	0.5365781198684054	0.26555523	False	0.0049388450700090505	-574.5472580765995	LIFR	4
ENSG00000118257	1.0536016503692738e-13	8.449053149279318e-13	1.3339263756025743	0.34444448	False	0.012266388766005377	-654.973110861026	NRP2	4
ENSG00000128342	6.604817548105935e-06	2.5227075268212288e-05	-4.120991747651165	0.07111112	False	0.012186396609938985	-168.0689663132371	LIF	4
ENSG00000130234	0.06311035770583262	0.10081972321194267	1.4663370687934272	0.02444444	False	0.00027729685445875734	-99.59544744867323	ACE2	4
ENSG00000134539	0.00013204377037590032	0.0004139820127696168	-1.2685113254635072	0.11000005	False	0.008102324753285886	-289.05007509763783	KLRD1	4
ENSG00000134545	0.18251654189507205	0.2511315319171528	-1.2809338454620665	0.03555556	False	0.0009788054293217194	-114.90327782496928	KLRC1	4
ENSG00000143226	1.4676429525906089e-05	5.371587504026222e-05	3.3639473011376078	0.05333335	False	0.00865123527914425	-166.93171351004727	FCGR2A	4
ENSG00000172936	0.0002818135424694779	0.0008392972485595151	-0.989412996703118	0.16888879	False	0.005075631863958317	-423.4609694114217	MYD88	4
ENSG00000184012	0.0	0.0	1.7812881693607596	0.6577772	False	0.016378617206549043	-923.6876771908443	TMPRSS2	4
ENSG00000186074	0.06488442084857883	0.10339042603796528	5.601944084522732	0.014444443999999999	False	0.0018800473402439263	-52.054584271972374	CD300LF	4
ENSG00000033170	0.6088149998365117	0.6724630363468882	-0.2595111954850845	0.10555563	False	0.00030368929504187884	-312.94946748695116	FUT8	5
ENSG00000072694	0.03443660241637658	0.061551782305847125	5.499501067258032	0.019999996000000003	False	0.0025058387452773197	-77.26707679752202	FCGR2B	5
ENSG00000099250	0.7792990385033198	0.8192557210381636	-0.12921173148000573	0.10777786	False	0.0007770301591392018	-317.3865049816968	NRP1	5
ENSG00000104972	0.8963861588662173	0.9162274650311124	0.3000000214930861	0.01111111	False	0.00021228809623245607	-2883.928948262509	LILRB1	5
ENSG00000111537	0.07478294536344066	0.11601355067608675	-0.7731898882334807	0.3199999	False	0.08569941619915063	-654.045610484359	IFNG	5
ENSG00000113594	5.793808084497698e-05	0.00018903666904199705	0.4094731295057035	0.2944442	False	0.001863048157415817	-614.5180746800401	LIFR	5
ENSG00000118257	1.226596713088668e-09	6.796210220758597e-09	1.0424177303244675	0.34777779999999997	False	0.0073992732714269595	-669.2024506048084	NRP2	5
ENSG00000128342	3.750512373756898e-05	0.00012689075845326796	-3.272604142957612	0.08333336	False	0.026049872929419016	-188.44158808213922	LIF	5
ENSG00000130234	0.493544672857367	0.5645321096246411	0.31845373111853376	0.027777772000000003	False	1.5423237170324366e-05	-114.14636671952118	ACE2	5
ENSG00000134539	0.00015205507301530033	0.00046329756310956125	-1.0637299726288665	0.12888893	False	0.015081962588561875	-332.6959437370923	KLRD1	5
ENSG00000134545	0.0552905299616353	0.09058810600210443	-1.4271163556401454	0.042222228	False	0.0031301583662884736	-128.37276107728883	KLRC1	5
ENSG00000143226	0.0007258188511970465	0.001964466976174342	2.335374915817036	0.05000001	False	0.005015351904540024	-164.19447642741704	FCGR2A	5
ENSG00000172936	0.0014471920293438467	0.0036625572504206576	-0.8043728156701695	0.1688888	False	0.0037175510463882695	-425.44106869331785	MYD88	5
ENSG00000184012	0.0	0.0	1.598468881063526	0.6599993000000001	False	0.016226283541149973	-933.8114540318736	TMPRSS2	5
ENSG00000186074	0.0890312411941977	0.13602575214284712	5.527690360430966	0.015555555	False	0.0016527321176095465	-57.35766699760802	CD300LF	5
ENSG00000033170	0.2863337467203311	0.3702709415723517	0.22957444164450005	0.105555624	False	9.487060593261127e-05	-310.7965302303552	FUT8	6
ENSG00000072694	0.005784486793960264	0.012690335372980251	5.586618103017363	0.024444442	False	0.0034625183713655546	-87.2862047132209	FCGR2B	6
ENSG00000099250	0.005027810688858714	0.011149007248352362	0.7841189587656723	0.098888956	False	0.0010614616907056902	-293.2538279350652	NRP1	6
ENSG00000104972	0.7208475058724688	0.7716969369926068	0.6666667093005835	0.01	False	0.00058140957212933	-2595.997631380774	LILRB1	6
ENSG00000111537	0.1252884887001181	0.1837882273303448	-0.7427441216993179	0.3077777	False	0.07519170368630389	-632.7016057242317	IFNG	6
ENSG00000113594	0.00012208838598992688	0.0003725038482946415	0.5762828404206348	0.27555543	False	0.0044119099459259065	-589.2688674862734	LIFR	6
ENSG00000118257	1.1657341758564144e-14	9.484723450127886e-14	1.295971722826605	0.36777782	False	0.012434739285643941	-680.4155187265987	NRP2	6
ENSG00000128342	3.8012919755248116e-06	1.4405395827288681e-05	-3.2694180533181467	0.09777781	False	0.029489241086727992	-211.93013257225	LIF	6
ENSG00000130234	0.1106668358666596	0.164772553775158	0.8472978603872033	0.028888882999999997	False	9.679854098106049e-05	-116.29115765860226	ACE2	6
ENSG00000134539	0.007311247665688025	0.0154103190166531	-0.693147180559946	0.11000006	False	0.002837925197470285	-296.6258243421136	KLRD1	6
ENSG00000134545	0.002878202557729748	0.006688072521531566	-2.159484249353371	0.038888894	False	0.003961283292884108	-128.11233642775332	KLRC1	6
ENSG00000143226	3.974359682845652e-05	0.0001313756297951987	2.3978952727983733	0.045555557999999996	False	0.007024952966247181	-150.7786316963949	FCGR2A	6
ENSG00000172936	0.002808312850220096	0.006555343508425061	-0.6558757857627134	0.17999981	False	0.004472709493985975	-446.54835955071036	MYD88	6
ENSG00000184012	0.0	0.0	1.556328087120152	0.6611103	False	0.01667808237442981	-934.4817332669113	TMPRSS2	6
ENSG00000186074	0.07681044772216639	0.11877920435263158	5.5949438574737815	0.013333333999999999	False	0.0020527509431168952	-50.84561614308952	CD300LF	6
ENSG00000033170	0.4322393011932801	0.5032414664731517	0.20067069546215088	0.12444453	False	0.0004169878012383837	-351.08502341113746	FUT8	7
ENSG00000072694	0.022109877129327767	0.041806640296227146	5.481143622982208	0.024444442	False	0.002706774419201689	-90.03075834096147	FCGR2B	7
ENSG00000099250	0.2762920399087189	0.3618707769647675	0.510825623765991	0.07888894	False	0.00048501164472300966	-251.6149997463841	NRP1	7
ENSG00000104972	0.8540240528284595	0.8775343990373623	0.600000044128965	0.005555555699999999	False	0.00028876135337337256	-1445.1302100117996	LILRB1	7
ENSG00000111537	0.05930686557020304	0.09512890174493337	-0.9331855933187456	0.3533334	False	0.0830667678681172	-658.056714389262	IFNG	7
ENSG00000113594	1.3718306623999865e-06	5.6881457898083724e-06	0.5877866649021188	0.2944443	False	0.004365786517631365	-610.6013287612151	LIFR	7
ENSG00000118257	7.789324740770097e-13	5.760791117920526e-12	1.2608167033024649	0.35333335	False	0.012610991248449728	-668.4691251990778	NRP2	7
ENSG00000128342	6.304891061881257e-05	0.0002082703103509484	-4.059948309450744	0.094444476	False	0.01650103148559584	-196.99253966345447	LIF	7
ENSG00000130234	0.018559963444555017	0.03607889818877552	0.9444616088408521	0.033333327999999995	False	0.00033516596561968546	-127.92458818237705	ACE2	7
ENSG00000134539	0.00019964503450897733	0.0006083434463407387	1.079539645013295	0.12000004	False	0.011898084976597915	-302.6055973581208	KLRD1	7
ENSG00000134545	0.08119630833140512	0.1255760031331941	-1.0116009116784808	0.04333334	False	0.0028288503183962572	-151.7794234084334	KLRC1	7
ENSG00000143226	0.00022904180695626494	0.0006914025787951491	2.7646847405545087	0.051111117000000005	False	0.006534100105940491	-167.830189290373	FCGR2A	7
ENSG00000172936	0.03465469851543945	0.06244688925096825	-0.4953214372300251	0.16111104	False	1.2671990643065136e-05	-417.4411479304664	MYD88	7
ENSG00000184012	0.0	0.0	1.6702931881553744	0.64999926	False	0.01415709828649032	-916.1000928124027	TMPRSS2	7
ENSG00000186074	0.15473953350654054	0.22193487437648665	7.0391475259657765	0.01	False	0.0008223918804899463	-43.25612090392153	CD300LF	7
ENSG00000033170	0.3182506716628226	0.4083777895308235	-0.3566749439387328	0.12000009	False	7.658640423165232e-05	-341.7296535446408	FUT8	8
ENSG00000072694	0.1524618679516785	0.2199840276265676	5.813443207459856	0.02111111	False	0.004168433976924652	-72.78065295627555	FCGR2B	8
ENSG00000099250	0.0314469668459324	0.05698928662214652	0.5389965007326871	0.11333342	False	0.00010054124457681933	-325.3092215422159	NRP1	8
ENSG00000104972	0.8510128108862776	0.876855937376372	0.4285713423762841	0.007777778000000001	False	0.00030903930056301024	-2021.1012741731063	LILRB1	8
ENSG00000111537	0.5683370217295497	0.6404686224260554	0.2598251179488157	0.32555538	False	0.0636178811567491	-636.6350425265347	IFNG	8
ENSG00000113594	0.00013568163109956008	0.0004213614649665675	0.5027934520687258	0.28666648	False	0.004365560826403692	-604.5008823714479	LIFR	8
ENSG00000118257	1.3322676295501877e-15	1.2134089842901168e-14	1.314835397137745	0.39333344	False	0.013449259148924765	-707.4028865727603	NRP2	8
ENSG00000128342	0.00012240778347316628	0.00038340096365183665	-6.023555252473483	0.054444455	False	0.007661560642852358	-145.53161155956502	LIF	8
ENSG00000130234	0.837118447544271	0.8689860029936015	-0.22314355131420827	0.016666666	False	4.850161248229852e-05	-75.69122831870712	ACE2	8
ENSG00000134539	0.008794326728496782	0.018615974265438425	-0.6325225587435112	0.11333339999999999	False	0.0040466822368688295	-301.42682091587807	KLRD1	8
ENSG00000134545	0.09108969662396472	0.13974331347456065	-1.2992829841302609	0.042222228	False	0.002247944990302246	-138.31008549995389	KLRC1	8
ENSG00000143226	2.4019140468456435e-05	8.408742555646937e-05	2.197224577336219	0.05222224	False	0.0069695141331661895	-170.61722935895764	FCGR2A	8
ENSG00000172936	0.0008503994010320426	0.0023015787465983195	-0.8266785731844674	0.17444433	False	0.004175995461644396	-433.0653654137683	MYD88	8
ENSG00000184012	0.0	0.0	1.5920461697222312	0.6633326	False	0.017865373469710073	-937.1284200440327	TMPRSS2	8
ENSG00000186074	0.4640794719367815	0.5371266012960969	7.78920566614536	0.014444443999999999	False	0.0005799540672078603	-59.90698315791405	CD300LF	8
ENSG00000033170	0.14919319777171713	0.2168985784642939	-0.5260930958967794	0.12111119	False	4.757553779309285e-05	-341.68891432007706	FUT8	9
ENSG00000072694	0.01101194336751421	0.022990363188045246	5.499500844750623	0.026666664	False	0.002964079747184473	-96.25262773175959	FCGR2B	9
ENSG00000099250	0.7232537260143114	0.7777948465818262	-0.1698990367953966	0.10333339	False	0.001087398576254882	-304.803964232197	NRP1	9
ENSG00000104972	0.33041772984289164	0.4205620453025061	0.8571426847525683	0.007777778000000001	False	0.00243421294988132	-2019.3869888036013	LILRB1	9
ENSG00000111537	0.08961471575341506	0.1381400076885057	-0.4112960284189576	0.2888886	False	0.056644786311643484	-597.7584665066282	IFNG	9
ENSG00000113594	1.4050439292145887e-05	5.1611719093258034e-05	0.5401219932544216	0.28333315	False	0.004444803813547005	-597.3801975085771	LIFR	9
ENSG00000118257	6.616929226765933e-14	5.488900339536313e-13	1.1786549963416462	0.36111113	False	0.010841391855798986	-675.411465920245	NRP2	9
ENSG00000128342	0.0004181091374468871	0.0012026545823221396	-3.166755328723743	0.07555558	False	0.021427830358535467	-177.07317776836535	LIF	9
ENSG00000130234	0.1012738324607031	0.15417096060174873	0.6190392084062235	0.026666662	False	0.00011937965065988548	-108.74138446934519	ACE2	9
ENSG00000134539	0.0042503303038329285	0.009899514559354158	0.6592456288842637	0.11666671	False	0.004717678030316022	-301.63901162669066	KLRD1	9
ENSG00000134545	0.016617050840053937	0.03354816201514321	-1.4552872326068431	0.050000012	False	0.003790363552847276	-152.05415673783006	KLRC1	9
ENSG00000143226	0.00021130516933942636	0.0006439532855417371	3.26555459776692	0.057777792	False	0.007114733153549881	-180.6481694564237	FCGR2A	9
ENSG00000172936	3.768312896779147e-05	0.00012992876653541497	-0.9354606479818754	0.15666664	False	0.0057213801985816935	-399.22385076114534	MYD88	9
ENSG00000184012	0.0	0.0	1.4059413585036875	0.6288883000000001	False	0.009525404061271205	-922.146123850735	TMPRSS2	9
ENSG00000186074	0.0769067778075313	0.12011247518823127	5.527690360430952	0.015555555	False	0.0020511069911662455	-59.99792506675106	CD300LF	9
ENSG00000033170	0.17997049579513935	0.2483661673593789	0.3237870770938976	0.12222229999999999	False	0.0010165850929258543	-341.9464633209132	FUT8	10
ENSG00000072694	0.0054987608480093755	0.012620408256327905	5.554034664065989	0.027777773999999998	False	0.004347672323464994	-97.15433153084484	FCGR2B	10
ENSG00000099250	0.4860521966107836	0.5596777517320226	0.2876820724517811	0.1122223	False	0.00027196278445430067	-325.479004052835	NRP1	10
ENSG00000104972	0.7208475058724692	0.7738665726993578	0.3333333546502943	0.01	False	0.0007476250009055055	-2595.997631380774	LILRB1	10
ENSG00000111537	0.35997322718338576	0.4546428141940922	-0.4446858212614468	0.35111114	False	0.07689745141971499	-655.8226755458484	IFNG	10
ENSG00000113594	4.511959698194623e-06	1.8055012019643672e-05	0.6190392084062233	0.2844443	False	0.004875664631038718	-598.4760480572838	LIFR	10
ENSG00000118257	2.6945450315452035e-09	1.5355856251470062e-08	0.9960967251425146	0.36222216	False	0.008080326788591278	-688.9054061394562	NRP2	10
ENSG00000128342	3.2741512003053856e-05	0.00011556457952713916	-3.3321525811603143	0.08666669	False	0.02772204573564876	-184.7237941711458	LIF	10
ENSG00000130234	0.016714133889253247	0.033934211307850334	1.0414538748281608	0.031111104	False	0.00017781690740552875	-121.34556285329977	ACE2	10
ENSG00000134539	0.003357967583646371	0.008019824952276355	-0.7827593392496337	0.12555560000000002	False	0.006268610648246855	-308.07922720312365	KLRD1	10
ENSG00000134545	0.015443973267588063	0.03157227023108676	-1.5755363607584192	0.045555566	False	0.00413359093181981	-135.9394386347386	KLRC1	10
ENSG00000143226	1.882118837648328e-05	6.866747951239742e-05	2.951902297342549	0.053333342	False	0.009785304651056766	-162.99060848011825	FCGR2A	10
ENSG00000172936	0.040979711691594416	0.07308209497446312	-0.5753641449035625	0.15999997	False	0.00022324671012092755	-413.68308942402166	MYD88	10
ENSG00000184012	0.0	0.0	1.4675769945567476	0.6655554	False	0.01535752473299469	-946.3625555267764	TMPRSS2	10
ENSG00000186074	0.11739530636220175	0.17605798576782233	5.5866181049258135	0.012222223	False	0.0012469778817139911	-43.546847934189294	CD300LF	10
ENSG00000033170	0.1241945524604804	0.18440041640047988	0.3101549283038398	0.11555564	False	0.00028244027350763685	-330.6796560850784	FUT8	11
ENSG00000072694	0.003708493891700471	0.008715328282895366	5.5985887164687735	0.027777773999999998	False	0.0046160814097755	-94.07427338161037	FCGR2B	11
ENSG00000099250	0.4126471517332455	0.4916442803702752	0.40546510810816333	0.08444449	False	0.000294184811990392	-265.77670417410116	NRP1	11
ENSG00000104972	0.6185377897791035	0.6788211862782173	-0.5000000409401553	0.006666666999999999	False	0.0011344532136898548	-1732.5423226268185	LILRB1	11
ENSG00000111537	0.2412446587351184	0.3215595975008049	-0.5413411676919415	0.35222223	False	0.0747673660393745	-656.8077685577464	IFNG	11
ENSG00000113594	1.3183127753002564e-05	4.833885055769632e-05	0.5003816646049074	0.2877777	False	0.0014344036897409856	-603.8402178543562	LIFR	11
ENSG00000118257	4.263256414560601e-14	3.505396046451964e-13	1.4087672169719494	0.33777779999999996	False	0.009858203080812226	-646.2023624211588	NRP2	11
ENSG00000128342	2.0644540616454602e-05	7.342635805798705e-05	-3.1851276481413247	0.10222226	False	0.0254374025162507	-213.18643156884048	LIF	11
ENSG00000130234	0.032461259461699976	0.05883782892047847	1.0986122886681096	0.027777772000000003	False	0.00018209688404156177	-111.35357915502337	ACE2	11
ENSG00000134539	0.0014854649405146025	0.0038120050051651507	-0.782759339249632	0.1288889	False	0.00728119535820911	-318.46913426799244	KLRD1	11
ENSG00000134545	0.010923112016266943	0.022798832782052633	-1.6094379124341005	0.04111112	False	0.003272796448850996	-137.6137794932136	KLRC1	11
ENSG00000143226	0.0005987251495385149	0.0016624200582858947	2.0014800002101225	0.06000001	False	0.006843372867282784	-187.32964151144955	FCGR2A	11
ENSG00000172936	0.034263375035317734	0.0618404767727513	-0.5349231753450507	0.17111102	False	0.003282616877602859	-432.2777076515394	MYD88	11
ENSG00000184012	0.0	0.0	1.6564628510789634	0.66999954	False	0.017867028712046144	-938.7798549434202	TMPRSS2	11
ENSG00000186074	0.1280974902797496	0.1895206660485116	5.458663872711816	0.016666666	False	0.0015076608779755875	-62.25871919947717	CD300LF	11
ENSG00000033170	0.26242283285248336	0.345086481906259	-0.3677247801253167	0.11888898	False	0.00033454678784037065	-338.8608179624629	FUT8	12
ENSG00000072694	0.010410754894022769	0.02177739240365877	5.628321497212986	0.021111107999999996	False	0.0034099704403620164	-77.13684756097524	FCGR2B	12
ENSG00000099250	0.20502520142674266	0.2774467951729092	0.5198754592859083	0.09555562	False	0.0006575592564741301	-287.8456883777373	NRP1	12
ENSG00000104972	0.4201712829930526	0.4902430843569418	1.0000000837849647	0.0033333334	False	0.002413692147908639	-866.8506027284593	LILRB1	12
ENSG00000111537	0.06913428178337444	0.1089878224817812	-0.7901394465472555	0.32444426	False	0.07967400984988858	-641.1557837270973	IFNG	12
ENSG00000113594	6.879273450999257e-06	2.623033988010953e-05	0.5533852381847868	0.26333317	False	0.005437992573038239	-569.3983780026946	LIFR	12
ENSG00000118257	2.1715962361668067e-13	1.7027237454662459e-12	1.2474579162656745	0.35555565	False	0.010508717699981707	-670.6056935143431	NRP2	12
ENSG00000128342	1.1565090631382445e-05	4.293440459092324e-05	-4.114773389342247	0.078888915	False	0.015315172600832894	-179.27202938198874	LIF	12
ENSG00000130234	0.017929993954072354	0.03503345029449267	1.3862943611198897	0.028888881	False	0.00020708268040927719	-114.18682081860523	ACE2	12
ENSG00000134539	0.010745359225245887	0.022399834735872152	-0.6286086594223748	0.10666671	False	0.004333365906969682	-289.66930041283746	KLRD1	12
ENSG00000134545	0.24226837538821155	0.3223040984388743	-1.0986122886681091	0.035555556	False	0.002504390894134388	-117.81135417899101	KLRC1	12
ENSG00000143226	0.00014361939663787293	0.000447192923487267	2.456560864574453	0.05444445	False	0.005844138362655382	-175.28288809173614	FCGR2A	12
ENSG00000172936	3.6299838623854437e-06	1.4382883096058948e-05	-1.0622446444972349	0.15666659	False	0.0065418204606059425	-399.61343895531564	MYD88	12
ENSG00000184012	0.0	0.0	1.5986658154521896	0.6711107	False	0.01862044561503044	-939.5158973789046	TMPRSS2	12
ENSG00000186074	0.20824023867353855	0.28145674669306986	5.419436052975278	0.014444443999999999	False	0.0014505635309850415	-56.93570925106823	CD300LF	12
ENSG00000033170	0.15171052983049538	0.2172451231168411	0.3483066942682162	0.13333338	False	0.0002990312484437177	-367.20843253142783	FUT8	13
ENSG00000072694	0.0032041125171758944	0.0075314525724109686	5.644411399075838	0.028888882999999997	False	0.005382043219480729	-95.13015786216098	FCGR2B	13
ENSG00000099250	0.4367586166940017	0.5077735545969639	0.2295744416445008	0.10888897	False	0.0008449421480540753	-318.8746319180176	NRP1	13
ENSG00000104972	0.6185377897791053	0.6779770356981227	-1.0000000818803072	0.006666666999999999	False	0.000803961351025317	-1732.5423226268185	LILRB1	13
ENSG00000111537	0.015508430329692737	0.030927114372514827	-1.0896150952648385	0.31444442	False	0.07291849119867397	-596.6772855589081	IFNG	13
ENSG00000113594	0.0008474528497401933	0.002264653696920569	0.5930637220029628	0.26888874	False	0.004679241003705637	-582.6583056791674	LIFR	13
ENSG00000118257	1.1020995227539744e-10	6.63301178764657e-10	1.0699570329077337	0.34444436	False	0.008192688733635677	-664.850695602473	NRP2	13
ENSG00000128342	1.6051996724719683e-05	5.641016895967622e-05	-3.260793317615142	0.092222236	False	0.026350049779082167	-198.0510940171106	LIF	13
ENSG00000130234	0.22165707107189606	0.2964712557381064	0.7884573603642668	0.023333327999999997	False	7.929748383418707e-05	-98.44663453307909	ACE2	13
ENSG00000134539	0.005484776318085528	0.012264846384675768	-0.8461554218831938	0.11888894400000001	False	0.008296484456941281	-319.10824850945613	KLRD1	13
ENSG00000134545	0.006840566860809694	0.014791961654521362	-2.079441541679837	0.03777778	False	0.003906362163236426	-127.71100239840904	KLRC1	13
ENSG00000143226	2.177797191915687e-05	7.509372245744449e-05	2.2772672850097555	0.057777796	False	0.0062835583078798725	-181.99547417413362	FCGR2A	13
ENSG00000172936	0.07505859499990207	0.1161393757859564	-0.5810298824392391	0.1544444	False	0.0031449395888132397	-403.70891865542916	MYD88	13
ENSG00000184012	0.0	0.0	1.5023121712517051	0.6799994	False	0.01730268645730951	-959.5199717540636	TMPRSS2	13
ENSG00000186074	0.04871085665689867	0.08123241032083325	5.607917590218791	0.015555555	False	0.0021680286125382573	-56.064036757498286	CD300LF	13
